,movieId,imdbId,tmdbId
161,163,112851,8068
162,164,112857,8512
163,165,112864,1572
164,166,112887,13552
165,167,113044,259209
166,168,113071,6520
167,169,113114,9073
168,170,113243,10428
169,171,113464,17447
170,172,113481,9886
171,173,113492,9482
172,174,113500,19326
173,175,113540,9344
174,176,113677,9071
175,177,113690,8973
176,178,107447,15730
177,179,113729,47608
178,180,113749,2293
179,181,113820,9070
180,182,113851,68274
181,183,110604,48787
182,184,110620,34574
183,185,113957,1642
184,186,113986,11472
185,187,114095,36196
186,188,114194,11980
187,189,114241,58372
188,190,114323,32646
189,191,114345,10533
190,192,114435,56088
191,193,114436,10802
192,194,114478,10149
193,195,114496,18402
194,196,114508,9348
195,197,114534,139408
196,198,114558,281
197,199,58450,5967
198,200,114666,79593
199,201,114663,47939
200,202,114702,36834
201,203,114682,9090
202,204,114781,3512
203,205,114798,52856
204,206,114805,77350
205,207,114887,9560
206,208,114898,9804
207,209,114928,31611
208,210,114938,65796
209,211,109340,49805
210,212,112602,26258
211,213,111579,50797
212,214,110882,19155
213,215,112471,76
214,216,112508,11017
215,217,112438,37141
216,218,112571,9382
217,219,112757,6715
218,220,112643,18256
219,222,112679,22625
220,223,109445,2292
221,224,112883,1909
222,225,109635,8984
223,226,112899,61813
224,227,109676,4954
225,228,112854,62488
226,229,109579,10531
227,230,109642,11929
228,231,109686,8467
229,232,111797,10451
230,233,109759,20156
231,234,109758,18395
232,235,109707,522
233,236,113117,397
234,237,113097,10525
235,238,113028,27985
236,239,113198,15789
237,240,113303,27303
238,241,113089,21183
239,242,109771,10954
240,243,113199,47867
241,244,113234,43475
242,245,109906,72031
243,246,110057,14275
244,247,110005,1024
245,248,110066,17207
246,249,110116,13701
247,250,110006,14819
248,251,113360,32631
249,252,110099,11777
250,253,110148,628
251,254,113463,87729
252,255,110189,18713
253,256,110216,6280
254,257,113501,9061
255,258,113538,37108
256,259,113552,6071
257,260,76759,11
258,261,110367,9587
259,262,113670,19101
260,263,110296,49980
261,264,109731,17961
262,265,103994,18183
263,266,110322,4476
264,267,110443,11008
265,268,110365,47504
266,269,107566,32325
267,270,110391,43742
268,271,113691,28313
269,272,110428,11318
270,273,109836,3036
271,274,113755,40490
272,275,110538,24070
273,276,110516,8986
274,277,110527,10510
275,278,113808,17402
276,279,113896,38722
277,280,113870,8438
278,281,110684,11593
279,282,110638,1945
280,283,113967,39310
281,284,117169,109560
282,285,106402,56428
283,286,113948,63105
284,287,110671,131957
285,288,110632,241
286,289,110737,9058
287,290,110729,527
288,291,114151,18220
289,292,114069,6950
290,293,110413,101
291,294,114113,63020
292,295,114210,2307
293,296,110912,680
294,297,114084,41478
295,298,105652,25296
296,299,110889,40156
297,300,110932,11450
298,301,114129,30304
299,302,110963,10452
300,303,114214,12106
301,304,114296,161495
302,305,110907,3586
303,306,111495,110
304,307,108394,108
305,308,111507,109
306,309,110769,159185
307,310,114268,36357
308,311,110965,92769
309,312,114571,28033
310,313,111333,22586
311,314,111112,14334
312,315,111255,2636
313,316,111282,2164
314,317,111070,11395
315,318,111161,278
316,319,111149,9905
317,320,108260,87078
318,321,106966,12527
319,322,114594,20306
320,324,111309,36614
321,325,113936,27993
322,326,110081,31439
323,327,114614,9067
324,328,114608,9059
325,329,111280,193
326,330,114609,25066
327,331,111454,46797
328,332,114852,12122
329,333,114694,11381
330,334,111590,32636
331,335,114788,36141
332,336,114888,95963
333,337,108550,1587
334,338,114857,9271
335,339,114924,2064
336,340,111667,19855
337,341,109655,60855
338,342,110598,236
339,343,112435,48287
340,344,109040,3049
341,345,109045,2759
342,346,106339,12635
343,347,104779,10497
344,348,109348,11382
345,349,109444,9331
346,350,109446,10731
347,351,109484,10464
348,352,109504,34152
349,353,109506,9495
350,354,109450,29973
351,355,109813,888
352,356,109830,13
353,357,109831,712
354,358,113305,16295
355,359,110091,48992
356,360,110093,10879
357,361,110167,10660
358,362,110213,10714
359,363,107472,41647
360,364,110357,8587
361,365,107426,1689
362,366,111686,11596
363,367,110475,854
364,368,110478,9359
365,369,110588,23333
366,370,110622,36593
367,371,110771,12280
368,372,110950,2788
369,373,105226,10427
370,374,110989,11011
371,375,111054,49803
372,376,110997,8987
373,377,111257,1637
374,378,111256,15128
375,379,111438,8831
376,380,111503,36955
377,381,111693,10449
378,382,111742,10395
379,383,111756,12160
380,384,112443,40480
381,385,110455,52038
382,386,111048,29444
383,387,110399,26352
384,388,112570,39953
385,389,109454,41580
386,390,59170,315
387,391,110186,22067
388,392,108069,18242
389,393,111301,11667
390,394,112702,32502
391,395,112849,267188
392,396,113014,28732
393,397,113043,75555
394,398,113104,42981
395,399,113173,278939
396,400,113319,291731
397,401,113827,226229
398,402,114047,203119
399,403,112889,172923
400,404,109339,316098
401,405,110027,8011
402,406,109785,171857
403,407,113409,2654
404,408,109021,18069
405,409,109035,19092
406,410,106220,2758
407,411,111804,38129
408,412,106226,10436
409,413,109068,13595
410,414,109067,46094
411,415,106292,9409
412,416,109198,11853
413,417,109219,16771
414,418,106379,46924
415,419,106400,11041
416,420,109254,306
417,421,109279,14522
418,422,109297,26203
419,423,109303,178
420,424,109305,19819
421,425,109306,57834
422,426,106452,4722
423,427,106471,18215
424,428,106489,1607
425,429,109361,26391
426,430,106505,117553
427,431,106519,6075
428,432,109439,11310
429,433,109443,18658
430,434,106582,9350
431,435,106598,9612
432,436,109456,2124
433,437,109480,26261
434,438,109493,19176
435,439,106660,49299
436,440,106673,11566
437,441,106677,9571
438,442,106697,9739
439,443,109729,24257
440,444,106834,34444
441,445,106873,26141
442,446,106332,10997
443,447,109783,50463
444,448,106881,10443
445,449,106880,20239
446,450,111732,16297
447,451,106926,18551
448,452,111712,25440
449,453,106941,9024
450,454,106918,37233
451,455,106965,1634
452,456,109842,13815
453,457,106977,5503
454,458,107004,35588
455,459,109890,2087
456,460,109891,41579
457,461,109913,18620
458,462,109920,41006
459,463,107057,4916
460,464,107076,2019
461,465,107096,31642
462,466,107144,9255
463,467,113674,26271
464,468,112966,10612
465,469,107151,2259
466,470,110064,16097
467,471,110074,11934
468,472,110097,106143
469,473,110123,12475
470,474,107206,9386
471,475,107207,7984
472,476,110137,59930
473,477,108551,15765
474,478,110197,31643
475,479,107286,6
476,480,107290,329
477,481,107302,10909
478,482,110265,507
479,483,107322,34024
480,484,110305,29918
481,485,107362,9593
482,486,107413,42580
483,487,110353,22317
484,488,107468,1413
485,489,107478,12121
486,490,107497,2246
487,491,107501,10502
488,492,107507,10440
489,493,107554,9516
490,494,116253,2320
491,495,74102,5879
492,496,111689,83718
493,497,107616,11971
494,498,107611,2625
495,499,107613,31911
496,500,107614,788
497,501,107653,21450
498,502,110657,11231
499,503,110649,41588
500,504,110678,10447
501,505,110687,31586
502,506,107756,9300
503,507,107808,9559
504,508,107818,9800
505,509,107822,713
506,510,107840,8291
507,511,107889,18133
508,512,111003,25557
509,513,110939,22588
510,514,110955,10872
511,515,107943,1245
512,516,110971,11858
513,517,107969,7007
514,518,111001,10467
515,519,107978,5550
516,520,107977,8005
517,521,107983,2088
518,522,105275,10412
519,523,108000,47889
520,524,108002,14534
521,525,108026,56583
522,526,105032,41878
523,527,108052,424
524,528,111094,35233
525,529,108065,14291
526,530,111102,103413
527,531,108071,11236
528,532,111127,11592
529,533,111143,8850
530,534,108101,10445
531,535,108122,695
532,536,111194,43535
533,537,111201,12519
534,538,108149,23210
535,539,108160,858
536,540,108162,867
537,541,83658,78
538,542,108186,13203
539,543,108174,10442
540,544,108238,11074
541,545,89256,33367
542,546,108255,9607
543,547,111323,17585
544,548,111400,9057
545,549,108328,20967
546,550,111418,10635
547,551,107688,9479
548,552,108333,10057
549,553,108358,11969
550,554,111488,41590
551,555,108399,319
552,556,108515,26408
553,558,110763,15139
554,559,107779,161158
555,560,109226,218473
556,561,110259,85247
557,562,114906,11446
558,563,107002,51980
559,564,109403,24405
560,565,104029,11655
561,566,110623,11800
562,567,107315,8223
563,568,106408,14587
564,569,110363,31504
565,570,107349,41653
566,571,111709,53185
567,572,109828,95743
568,573,107225,23637
569,574,111252,17600
570,575,110366,10897
571,576,106878,349394
572,577,109120,21352
573,579,108059,68806
574,580,110892,37345
575,581,112651,32562
576,582,107642,47507
577,583,109382,25403
578,584,106678,124304
579,585,112572,9066
580,586,99785,771
581,587,99653,251
582,588,103639,812
583,589,103064,280
584,590,99348,581
585,591,114706,80350
586,592,96895,268
587,593,102926,274
588,594,29583,408
589,595,101414,10020
590,596,32910,10895
591,597,100405,114
592,598,110719,41043
593,599,65214,576
594,600,110395,15477
595,601,111752,59146
596,602,109934,124472
597,603,112606,30528
598,604,115978,
599,605,117247,7300
600,606,112625,10824
601,607,106537,261246
602,608,116282,275
603,609,116552,25059
604,610,82509,11827
605,611,116514,8766
606,612,117283,23570
607,613,116684,47333
608,614,110374,54850
609,615,70506,51242
610,616,65421,10112
611,617,113083,4307
612,618,118001,46029
613,619,116165,32308
614,620,102855,88893
615,621,107471,52873
616,623,113839,123505
617,624,112712,340210
618,625,90665,44281
619,626,117891,28121
620,627,113613,12520
621,628,117381,1592
622,629,114305,166901
623,630,115837,36447
624,631,115509,19042
625,632,114671,38884
626,633,112844,47449
627,634,114658,36259
628,635,116275,41852
629,636,113122,40926
630,637,117608,9099
631,638,113448,2021
632,639,116414,61752
633,640,116095,10988
634,641,111543,11479
635,642,117517,398959
636,643,117312,287305
637,644,116485,339428
638,645,113947,12652
639,647,115956,10684
640,648,117060,954
641,649,109028,68445
642,650,117071,18989
643,651,117788,10801
644,652,112257,54285
645,653,116136,8840
646,654,118026,278978
647,655,117117,124625
648,656,116168,11107
649,657,111787,16417
650,658,112509,70934
651,659,54189,10363
652,660,115591,161070
653,661,116683,10539
654,662,116287,10543
655,663,116768,18414
656,664,116269,47502
657,665,114787,11902
658,666,113720,27098
659,667,112536,25087
660,668,48473,5801
661,670,52572,896
662,671,117128,3065
663,672,114616,318177
664,673,117705,2300
665,674,62711,8069
666,675,110061,288173
667,676,140614,187851
668,678,108181,27768
669,679,114307,221917
670,680,58898,8072
671,681,82206,35797
672,682,111430,88030
673,683,107727,185191
674,684,81759,83857
675,685,113443,33245
676,687,109491,124460
677,688,114048,27281
678,690,111613,105045
679,691,117104,40001
680,692,117688,29621
681,693,109751,117730
682,694,117774,20762
683,695,114736,37144
684,696,112604,48260
685,697,116289,12656
686,698,109593,38867
687,699,103095,277270
688,700,112368,25969
689,701,104046,44103
690,702,62952,753
691,703,115742,43634
692,704,117420,9103
693,705,115951,90214
694,706,117784,29649
695,707,117107,10990
696,708,117979,8866
697,709,95776,12233
698,710,115851,23449
699,711,116322,36355
700,712,109374,37667
701,713,110712,90148
702,714,112817,922
703,715,113362,11876
704,716,73778,52633
705,717,112546,62364
706,718,108500,11687
707,719,117108,9304
708,720,118114,
709,721,114103,
710,722,113270,73183
711,723,92123,131232
712,724,115963,9100
713,725,116448,20759
714,726,116827,46063
715,727,114894,365371
716,728,112701,32513
717,729,113429,40651
718,730,125877,
719,731,116508,36915
720,732,117260,40507
721,733,117500,9802
722,734,116405,25697
723,735,109592,21588
724,736,117998,664
725,737,115624,11867
726,738,113145,47119
727,739,116559,314352
728,741,113568,9323
729,742,117894,10280
730,743,117723,10535
731,744,112586,124613
732,745,112691,532
733,746,40366,26744
734,747,117768,16299
735,748,115571,10547
736,749,31612,245268
737,750,57012,935
738,751,103926,55613
739,752,105737,215107
740,753,113849,41007
741,754,113188,35645
742,755,42644,110465
743,756,109381,255546
744,757,109688,40751
745,758,104606,275096
746,759,110480,85778
747,760,108211,11101
748,761,117331,9826
749,762,117765,9879
750,763,116833,63564
751,764,113280,22621
752,765,116669,7095
753,766,116594,26890
754,767,113211,46732
755,768,114494,124633
756,769,116992,
757,770,38426,
758,771,94265,202425
759,772,105201,196940
760,773,70820,77771
761,774,84898,181083
762,775,63715,41225
763,776,109191,188589
764,777,114122,87190
765,778,117951,627
766,779,118523,32872
767,780,116629,602
768,781,117737,14553
769,782,116277,9566
770,783,116583,10545
771,784,115798,9894
772,785,116778,11543
773,786,116213,9268
774,787,113147,52059
775,788,117218,9327
776,789,100990,123763
777,790,111546,81949
778,791,113610,
779,792,93199,42005
780,793,106810,124306
781,794,111180,183955
782,795,111237,44535
783,796,72362,44495
784,797,103207,78285
785,798,116040,11228
786,799,116365,10779
787,800,116905,26748
788,801,116493,38223
789,802,117333,9294
790,803,118113,49963
791,804,117628,11363
792,805,117913,1645
793,806,115530,31546
794,807,114266,77056
795,808,115493,36344
796,809,116320,18550
797,810,116756,11511
798,812,109356,172198
799,813,116823,34170
800,814,112568,281085
801,815,114170,109478
802,816,117999,124645
803,818,118073,12606
804,819,108220,69895
805,820,49521,35206
806,821,112746,
807,822,104403,151489
808,823,61495,4837
809,824,110246,12632
810,825,116164,9098
811,826,112865,282919
812,827,112716,124614
813,828,115472,18975
814,829,116707,11962
815,830,116313,2925
816,831,114550,28628
817,832,117438,3595
818,833,116531,9308
819,834,117332,92381
820,835,116353,18555
821,836,115857,12123
822,837,117008,10830
823,838,116191,3573
824,839,115986,10546
825,840,116571,18862
826,841,53459,31417
827,842,117826,9431
828,843,113695,124619
829,844,108227,297645
830,845,111424,48144
831,846,113080,46986
832,847,115680,144982
833,848,117718,47907
834,849,116225,10061
835,850,112767,36266
836,851,115632,549
837,852,117918,10478
838,853,104109,66634
839,854,51980,116690
840,855,100840,213917
841,856,107575,145925
842,857,42054,100914
843,858,68646,238
844,859,116536,
845,860,109255,159
846,861,104558,11134
847,862,116985,88224
848,864,114936,132641
849,865,114474,42758
850,866,115736,9303
851,867,115836,23945
852,868,101692,37820
853,869,116745,22479
854,870,119214,9054
855,871,116934,241058
856,872,109066,11985
857,873,75169,10232
858,874,113542,59569
859,875,110693,410921
860,876,106544,38955
861,877,116418,110513
862,878,112607,114089
863,879,120004,11015
864,880,116654,9306
865,881,116311,12559
866,882,117965,58770
867,884,114592,124851
868,885,115725,3587
869,886,115783,10723
870,887,120271,56077
871,888,113596,19004
872,889,109001,101230
873,890,94822,253632
874,891,113253,10987
875,892,117991,44705
876,893,117093,20318
877,894,24252,43596
878,895,105729,79782
879,896,111019,26933
880,897,35896,27854
881,898,32904,981
882,899,45152,872
883,900,43278,2769
884,901,50419,13320
885,902,54698,164
886,903,52357,426
887,904,47396,567
888,905,25316,3078
889,906,36855,13528
890,907,25164,28288
891,908,53125,213
892,909,53604,284
893,910,53291,239
894,911,56923,4808
895,912,34583,289
896,913,33870,963
897,914,58385,11113
898,915,47437,6620
899,916,46250,804
900,917,31580,26531
901,918,37059,909
902,919,32138,630
903,920,31381,770
904,921,84370,31044
905,922,43014,599
906,923,33467,15
907,924,62622,62
908,925,39428,121357
909,926,42192,705
910,927,32143,22490
911,928,32976,223
912,929,32484,25670
913,930,38787,303
914,931,38109,4174
915,932,50105,8356
916,933,48728,381
917,934,42451,20758
918,935,45537,29376
919,936,31725,1859
920,937,50658,18299
921,938,51658,17281
922,939,52126,64382
923,940,29843,10907
924,941,32762,32093
925,942,37008,1939
926,943,39420,22292
927,944,29162,3598
928,945,27125,3080
929,946,35446,198
930,947,28010,13562
931,948,49261,1712
932,949,48028,220
933,950,25878,3529
934,951,32599,3085
935,952,48960,2897
936,953,38650,1585
937,954,31679,3083
938,955,29947,900
939,956,34012,43795
940,957,17350,85638
941,958,36094,50001
942,959,25586,43905
943,960,38300,22688
944,961,27893,23114
945,962,32022,26378
946,963,41509,40206
947,964,39152,22356
948,965,26029,260
949,966,38235,43488
950,967,36241,22613
951,968,63350,10331
952,969,43265,488
953,970,46414,22733
954,971,51459,261
955,972,47162,57575
956,973,33891,32574
957,974,29855,22657
958,975,29588,76464
959,976,22879,22649
960,977,27980,176841
961,979,114007,125587
962,980,93229,39448
963,981,118927,52855
964,982,48491,39940
965,983,113730,172868
966,984,117357,85328
967,985,117669,124632
968,986,116329,11076
969,987,118742,63945
970,988,116442,58985
971,989,114354,890
972,990,117011,10861
973,991,117039,1770
974,992,117473,44465
975,993,116635,2033
976,994,115678,18203
977,996,116830,9333
978,997,115847,47260
979,998,117603,9400
980,999,115438,9401
981,1000,115994,12241
982,1001,83587,25739
983,1002,116167,161806
984,1003,116259,11306
985,1004,116421,9625
986,1005,116000,10680
987,1006,115862,6346
988,1007,72653,18660
989,1008,47977,35115
990,1009,72951,14821
991,1010,64603,14136
992,1011,71607,10869
993,1012,50798,22660
994,1013,55277,19186
995,1014,54195,31102
996,1015,107131,6878
997,1016,53271,15944
998,1017,54357,18444
999,1018,59793,20723
1000,1019,46672,173
1001,1020,106611,864
1002,1021,109127,24795
1003,1022,42332,11224
1004,1023,63819,81310
1005,1024,38166,15947
1006,1025,57546,9078
1007,1026,41890,29682
1008,1027,102798,8367
1009,1028,58331,433
1010,1029,33563,11360
1011,1030,76538,11114
1012,1031,66817,12335
1013,1032,43274,12092
1014,1033,82406,10948
1015,1034,116361,11229
1016,1035,59742,15121
1017,1036,95016,562
1018,1037,104692,10163
1019,1038,118044,48862
1020,1039,114597,117036
1021,1040,117582,47199
1022,1041,117589,11159
1023,1042,117887,9591
1024,1043,117924,30500
1025,1044,117791,41843
1026,1045,116928,55058
1027,1046,115640,10938
1028,1047,116908,11412
1029,1049,116409,10586
1030,1050,116913,42314
1031,1051,117958,27845
1032,1052,117400,108365
1033,1053,117202,23223
1034,1054,116404,49471
1035,1055,120107,38153
1036,1056,116722,25147
1037,1057,116242,9716
1038,1058,115600,43777
1039,1059,117509,454
1040,1060,117802,10218
1041,1061,117665,819
1042,1062,117781,38191
1043,1063,116714,56830
1044,1064,115491,11238
1045,1065,43140,27256
1046,1066,29546,31530
1047,1067,28757,66473
1048,1068,39286,28120
1049,1069,37101,1834
1050,1070,44863,26282
1051,1071,109823,37218
1052,1073,67992,252
1053,1075,111622,116356
1054,1076,55018,16372
1055,1077,70707,11561
1056,1078,66808,11302
1057,1079,95159,623
1058,1080,79470,583
1059,1081,84865,12614
1060,1082,68334,21711
1061,1083,59243,11575
1062,1084,61418,475
1063,1085,52027,11331
1064,1086,46912,521
1065,1087,113731,21202
1066,1088,92890,88
1067,1089,105236,500
1068,1090,91763,792
1069,1091,98627,8491
1070,1092,103772,402
1071,1093,101761,10537
1072,1094,104036,11386
1073,1095,104348,9504
1074,1096,84707,15764
1075,1097,83866,601
1076,1098,117577,67365
1077,1099,29992,25842
1078,1100,99371,2119
1079,1101,92099,744
1080,1102,115531,136311
1081,1103,48545,221
1082,1104,44081,702
1083,1105,115885,25750
1084,1106,116859,17642
1085,1107,102336,
1086,1109,115870,427043
1087,1110,115684,146341
1088,1111,117040,9305
1089,1112,117284,37616
1090,1113,115580,11112
1091,1114,116378,21612
1092,1115,114472,141210
1093,1116,113057,102461
1094,1117,116581,36998
1095,1118,114622,200383
1096,1119,112907,116844
1097,1120,117318,1630
1098,1121,116422,26626
1099,1122,114147,
1100,1123,117320,124837
1101,1124,82846,11816
1102,1125,72081,11843
1103,1126,101775,10379
1104,1127,96754,2756
1105,1128,80749,790
1106,1129,82340,1103
1107,1130,82533,11298
1108,1131,91288,4480
1109,1132,91480,4481
1110,1133,111357,
1111,1134,107274,49688
1112,1135,81375,10765
1113,1136,71853,762
1114,1137,116587,44497
1115,1138,112777,85588
1116,1139,116245,278621
1117,1140,116212,99479
1118,1141,113328,
1119,1142,116403,
1120,1143,117968,55049
1121,1144,116886,124829
1122,1145,117677,79306
1123,1146,112759,356054
1124,1147,118147,10548
1125,1148,108598,531
1126,1149,110173,104931
1127,1150,84589,4483
1128,1151,109781,18919
1129,1152,40427,31556
1130,1153,40723,26167
1131,1154,39881,26174
1132,1155,92281,
1133,1156,34493,61461
1134,1157,39004,117500
1135,1158,26465,218713
1136,1159,26656,217802
1137,1160,25799,127973
1138,1161,78875,659
1139,1162,69198,30892
1140,1163,110521,86369
1141,1164,60304,8074
1142,1165,115715,124676
1143,1166,113031,
1144,1167,116059,38554
1145,1168,115610,49763
1146,1169,99028,41326
1147,1170,112483,36555
1148,1171,103850,10608
1149,1172,95765,11216
1150,1173,97108,7452
1151,1174,109942,64567
1152,1175,101700,892
1153,1176,101765,1600
1154,1177,101811,26561
1155,1178,50825,975
1156,1179,99703,18129
1157,1180,102014,54405
1158,1181,120121,150823
1159,1183,116209,409
1160,1184,102426,38251
1161,1185,97937,10161
1162,1186,98724,1412
1163,1187,105107,41768
1164,1188,105488,10409
1165,1189,96257,14285
1166,1190,101026,2469
1167,1191,102370,10174
1168,1192,100332,31225
1169,1193,73486,510
1170,1194,78446,11455
1171,1196,80684,1891
1172,1197,93779,2493
1173,1198,82971,85
1174,1199,88846,68
1175,1200,90605,679
1176,1201,60196,429
1177,1202,94336,13446
1178,1203,50083,389
1179,1204,56172,947
1180,1206,66921,185
1181,1207,56592,595
1182,1208,78788,28
1183,1209,64116,335
1184,1210,86190,1892
1185,1211,93191,144
1186,1212,41959,1092
1187,1213,99685,769
1188,1214,78748,348
1189,1215,106308,766
1190,1216,95250,175
1191,1217,89881,11645
1192,1218,97202,10835
1193,1219,54215,539
1194,1220,80455,525
1195,1221,71562,240
1196,1222,93058,600
1197,1223,104361,530
1198,1224,97499,10705
1199,1225,86879,279
1200,1226,45061,3109
1201,1227,87843,311
1202,1228,81398,1578
1203,1230,75686,703
1204,1231,86197,9549
1205,1232,79944,1398
1206,1233,82096,387
1207,1234,70735,9277
1208,1235,67185,343
1209,1236,103130,37291
1210,1237,50976,490
1211,1238,85859,11235
1212,1240,88247,218
1213,1241,103873,763
1214,1242,97441,9665
1215,1243,100519,18971
1216,1244,79522,696
1217,1245,100150,379
1218,1246,97165,207
1219,1247,61722,37247
1220,1248,52311,1480
1221,1249,100263,9322
1222,1250,50212,826
1223,1251,56801,422
1224,1252,71315,829
1225,1253,43456,828
1226,1254,40897,3090
1227,1255,92610,9964
1228,1256,23969,3063
1229,1257,88794,13667
1230,1258,81505,694
1231,1259,92005,235
1232,1260,22100,832
1233,1261,92991,765
1234,1262,57115,5925
1235,1263,77416,11778
1236,1264,82269,4485
1237,1265,107048,137
1238,1266,105695,33
1239,1267,56218,982
1240,1268,100436,8428
1241,1269,36613,212
1242,1270,88763,105
1243,1271,101921,1633
1244,1272,66206,11202
1245,1273,90967,1554
1246,1274,94625,149
1247,1275,91203,8009
1248,1276,61512,903
1249,1277,99334,11673
1250,1278,72431,3034
1251,1279,102536,339
1252,1280,101640,10404
1253,1281,32553,914
1254,1282,32455,756
1255,1283,44706,288
1256,1284,38355,910
1257,1285,97493,2640
1258,1286,81534,16633
1259,1287,52618,665
1260,1288,88258,11031
1261,1289,85809,11314
1262,1290,94006,15143
1263,1291,97576,89
1264,1292,78841,10322
1265,1293,83987,783
1266,1295,96332,10644
1267,1296,91867,11257
1268,1297,89886,14370
1269,1298,84503,12104
1270,1299,87553,625
1271,1300,89606,8816
1272,1301,49223,830
1273,1302,97351,2323
1274,1303,73341,983
1275,1304,64115,642
1276,1305,87884,655
1277,1306,101458,10341
1278,1307,98635,639
1279,1308,113369,266022
1280,1309,114089,168450
1281,1310,116589,30180
1282,1311,117550,31388
1283,1312,116293,41801
1284,1313,116953,66034
1285,1314,115754,348138
1286,1315,114093,96288
1287,1316,115548,
1288,1317,116601,61536
1289,1318,112537,18762
1290,1319,107314,331367
1291,1320,103644,8077
1292,1321,82010,814
1293,1322,103678,41671
1294,1323,85159,27214
1295,1324,115535,52263
1296,1325,106262,33519
1297,1326,83550,16235
1298,1327,78767,11449
1299,1328,99030,41848
1300,1329,71233,25944
1301,1330,90655,24913
1302,1331,75704,49126
1303,1332,92632,32076
1304,1333,56869,571
1305,1334,51418,8851
1306,1335,82083,37843
1307,1336,101492,32146
1308,1337,37549,30346
1309,1339,103874,6114
1310,1340,26138,229
1311,1341,74258,13549
1312,1342,103919,9529
1313,1343,101540,1598
1314,1344,55824,11349
1315,1345,74285,7340
1316,1346,83722,6217
1317,1347,87800,377
1318,1348,13442,653
1319,1349,91651,28198
1320,1350,75005,794
1321,1351,115710,31640
1322,1352,115495,8744
1323,1353,117057,25189
1324,1354,115751,145
1325,1355,119791,2212
1326,1356,117731,199
1327,1357,117631,7863
1328,1358,117666,12498
1329,1359,116705,9279
1330,1360,84116,53234
1331,1361,117293,17204
1332,1363,117372,21539
1333,1364,113557,85589
1334,1365,117477,12709
1335,1366,115988,20539
1336,1367,115433,11674
1337,1368,42354,199512
1338,1369,110171,64900
1339,1370,99423,1573
1340,1371,79945,152
1341,1372,102975,174
1342,1373,98382,172
1343,1374,84726,154
1344,1375,88170,157
1345,1376,92007,168
1346,1377,103776,364
1347,1378,96487,11967
1348,1379,100994,9086
